ITEMNMBR,ITEMDESC,CostToday,CostThen,Diff,AbsDiff,PctChange
GPZYME250                      ,Dyna Zyme                                                                                            ,11.72513,11.06,0.6651299999999996,0.6651299999999996,6.013833634719706
MAC626YF1                      ,Dyna Flo 6-2-6YF1                                                                                    ,176.0,176.6609,-0.660899999999998,0.660899999999998,-0.374106551025155
MAC507YB9                      ,Dyna Flo 5-0-7YB9 w/Merge                                                                            ,328.0,327.33957,0.6604300000000194,0.6604300000000194,0.20175684840058275
MAC428YP2                      ,Dyna Flo 4-2-8YP2                                                                                    ,158.773,159.42777,-0.6547700000000134,0.6547700000000134,-0.4107000932146347
MAC426SYR                      ,Dyna Flo 4-2-6SYR                                                                                    ,168.0,167.35153,0.6484700000000032,0.6484700000000032,0.3874897349310181
9912-0050                      ,32-0-0 Golf/Turf Fert Mix-LiqFertNTB                                                                 ,165.9748,165.33333,0.6414699999999982,0.6414699999999982,0.3879858949190694
MAC949H                        ,Dyna Flo 9-4-9 H                                                                                     ,369.33333,369.97325,-0.6399200000000178,0.6399200000000178,-0.17296385617068744
MAC327YM1M                     ,Dyna Flo 3-2-7 YM1M w/Merge                                                                          ,279.36266,280.0,-0.6373399999999947,0.6373399999999947,-0.2276214285714267
MAC399H                        ,Dyna Flo 3-9-9H                                                                                      ,170.6349,170.0,0.6348999999999876,0.6348999999999876,0.37347058823528684
FLO164800                      ,Dyna Flo 16-4-8 / Instant Green +                                                                    ,3.56891,2.938,0.6309099999999996,0.6309099999999996,21.474132062627625
MAC406YD                       ,Dyna Flo 4-0-6YD                                                                                     ,164.62453,164.0,0.6245299999999929,0.6245299999999929,0.3808109756097518
MAC406YB10                     ,Dyna Flo 4-0-6YB10                                                                                   ,245.37587,246.0,-0.6241300000000081,0.6241300000000081,-0.25371138211382444
MAC3210H                       ,Dyna Flo 3-2-10                                                                                      ,266.0,265.3815,0.6184999999999832,0.6184999999999832,0.23306070694452444
FLO200400                      ,Dyna Flo 20-0-4 w/Minors                                                                             ,1.81818,1.20079,0.6173899999999999,0.6173899999999999,51.41531824881952
MAC703YD                       ,Dyna Flo 7-0-3YD                                                                                     ,154.66667,154.05649,0.6101800000000139,0.6101800000000139,0.39607549152912286
FLO1137000                     ,Dyna Flo 11-37-0 / Head Start 10-34-0 / Starter                                                      ,4.08163,3.4742,0.6074299999999995,0.6074299999999995,17.48402509930342
SORCA02                        ,Dyna Cal 10.25%                                                                                      ,5.405,4.804,0.601,0.601,12.510407993338882
MAC666YZ                       ,Dyna Flo 6-6-6 YZ                                                                                    ,419.39984,420.0,-0.6001600000000167,0.6001600000000167,-0.14289523809524207
MAC628YM7J                     ,Dyna Flo 6-2-8YM7J                                                                                   ,288.0,288.59981,-0.5998099999999909,0.5998099999999909,-0.20783450966235595
MAC708YBM                      ,Dyna Flo 7-0-8YBM                                                                                    ,320.0,320.59703,-0.5970300000000179,0.5970300000000179,-0.18622443258442473
USCBIOPX55                     ,Vented Bio Plex                                                                                      ,4.99564,4.40073,0.5949099999999996,0.5949099999999996,13.518438986259088
GRPFULVICDRY                   ,Fulvic Acid 75% Dry  DO NOT USE                                                                      ,2.5,3.08933,-0.5893299999999999,0.5893299999999999,-19.07630457089401
USCMICRO+55                    ,Micro Plus                                                                                           ,2.19891,1.61145,0.5874600000000001,0.5874600000000001,36.45536628502281
MAC428YP3                      ,Dyna Flo 4-2-8YP3                                                                                    ,142.0816,142.66667,-0.5850700000000018,0.5850700000000018,-0.41009578481084735
MAC737YZ                       ,Dyna Flo 7-3-7 YZ                                                                                    ,360.58392,360.0,0.5839199999999778,0.5839199999999778,0.16219999999999385
MAC527YP9                      ,Dyna Flo 5-2-7YP9                                                                                    ,153.33333,152.75,0.5833299999999895,0.5833299999999895,0.38188543371521405
MAC738YR                       ,Dyna Flo 7-3-8 YR                                                                                    ,342.0,341.42379,0.5762100000000032,0.5762100000000032,0.16876679858776192
MAC907YB5M                     ,Dyna Flo 9-0-7YB5M w/Merge                                                                           ,268.0,268.575,-0.5749999999999886,0.5749999999999886,-0.21409289770082424
MAC525YP                       ,Dyna Flo 5-2-5YP                                                                                     ,155.9269,156.5,-0.5731000000000108,0.5731000000000108,-0.36619808306709956
MAC707XY                       ,Dyna Flo 7-0-7XY                                                                                     ,132.5724,132.0,0.5723999999999876,0.5723999999999876,0.4336363636363542
NO3CODRY                       ,Cobalt Nitrate 19.8%                                                                                 ,7.0922,7.65957,-0.5673700000000004,0.5673700000000004,-7.407334876500905
MAC505YD1                      ,Dyna Flo 5-0-5YD1                                                                                    ,127.2271,126.66667,0.5604299999999967,0.5604299999999967,0.44244472519882033
MAC1005ZK                      ,Dyna Flo 10-0-5ZK                                                                                    ,151.2269,150.66667,0.56022999999999,0.56022999999999,0.3718340625700362
GPIRONPRO55                    ,Iron Pro 6 Plex                                                                                      ,2.41745,2.97719,-0.5597399999999997,0.5597399999999997,-18.800949888989273
MAC666YM1                      ,Dyna Flo 6-6-6 YM1                                                                                   ,312.0,311.44318,0.5568200000000161,0.5568200000000161,0.17878702625628728
MAC808YB2                      ,Dyna Flo 8-0-8YB2                                                                                    ,300.0,299.4479,0.5520999999999958,0.5520999999999958,0.18437264044930546
MAC526YM2MI                    ,Dyna Flo 5-2-6 YM2MI w/merge & Int-80                                                                ,308.0,307.44839,0.5516099999999824,0.5516099999999824,0.17941547848078904
MAC1060ZG                      ,Dyna Flo 10-6-0 ZG                                                                                   ,276.0,275.45001,0.5499899999999798,0.5499899999999798,0.19966962426321194
MAC1236L                       ,Dyna Flo 12-3-6L                                                                                     ,428.0,427.45289,0.5471099999999751,0.5471099999999751,0.127993052053052
MAC507YB7                      ,Dyna Flo 5-0-7YB7                                                                                    ,236.0,235.45903,0.5409699999999873,0.5409699999999873,0.22975122253752053
USCBIOPX02                     ,Vented Bio Plex                                                                                      ,6.55275,6.01369,0.5390599999999992,0.5390599999999992,8.96388074543249
GPNG1002                       ,NG 10                                                                                                ,4.978,5.51628,-0.5382800000000003,0.5382800000000003,-9.758025335914787
GREHMSTD00                     ,Dyna Green Homestead Mix                                                                             ,2.56876,3.09372,-0.5249599999999996,0.5249599999999996,-16.96856858409939
MAC628YM3                      ,Dyna Flo 6-2-8YM3                                                                                    ,266.66667,267.19037,-0.5236999999999625,0.5236999999999625,-0.19600257299690949
MAC608B                        ,Dyna Flo 6-0-8B                                                                                      ,218.66667,218.14495,0.5217200000000162,0.5217200000000162,0.23916208007566353
MAC627YM                       ,Dyna Flo 6-2-7 YM                                                                                    ,316.0,316.51703,-0.517029999999977,0.517029999999977,-0.16334982038722437
MAC8210H                       ,Dyna Flo 8-2-10                                                                                      ,264.0,264.51673,-0.5167299999999955,0.5167299999999955,-0.19534870251873881
MAC927YM3MI                    ,Dyna Flo 9-2-7YM3MI w/Merge & Integrate 80                                                           ,337.33333,337.84917,-0.5158400000000256,0.5158400000000256,-0.15268351850620962
MAC626XH                       ,Dyna Flo 6-2-6XH                                                                                     ,164.0,164.51497,-0.5149700000000053,0.5149700000000053,-0.31302318567119164
MAC407YBM                      ,Dyna Flo 4-0-7YBM  w/Merge                                                                           ,280.0,279.49236,0.5076399999999808,0.5076399999999808,0.1816292939098517
MAC707YB8                      ,Dyna Flo 7-0-7YB8                                                                                    ,268.0,268.50562,-0.5056200000000217,0.5056200000000217,-0.18830890764968783
USCMICRO+00                    ,Micro Plus                                                                                           ,1.87164,1.36633,0.5053099999999999,0.5053099999999999,36.98301288854083
MAC555XH                       ,Dyna Flo 5-5-5XH                                                                                     ,288.0,287.4975,0.5024999999999977,0.5024999999999977,0.17478412855763883
MAC199D                        ,Dyna Flo 1-9-9D                                                                                      ,168.0,167.5,0.5,0.5,0.2985074626865672
EDTACA                         ,Calcium EDTA 9.5%                                                                                    ,8.0,7.5,0.5,0.5,6.666666666666667
MAC5011YK                      ,Dyna Flo 5-0-11YK                                                                                    ,102.0,101.5,0.5,0.5,0.49261083743842365
MAC525YP8                      ,Dyna Flo 5-2-5YP8                                                                                    ,162.0,161.5,0.5,0.5,0.30959752321981426
ZON180905                      ,Dyna Zone 18-0-9                                                                                     ,2.16667,2.66667,-0.5,0.5,-18.749976562529298
MAC1248XG                      ,Dyna Flo 12-4-8XG                                                                                    ,164.0,164.5,-0.5,0.5,-0.303951367781155
MAC609YB1                      ,Dyna Flo 6-0-9 YB1                                                                                   ,341.0,340.50002,0.49997999999999365,0.49997999999999365,0.14683699578049764
MAC828XF3                      ,Dyna Flo 8-2-8 XF3                                                                                   ,340.0,340.49555,-0.4955499999999802,0.4955499999999802,-0.1455378785420192
MAC5010YB3                     ,Dyna Flo 5-0-10YB3                                                                                   ,240.0,239.50481,0.495190000000008,0.495190000000008,0.2067557641117972
SIMMICFB55                     ,Microfol B 9%                                                                                        ,3.57143,4.06614,-0.49471,0.49471,-12.16657567127546
MAC1206ZF1                     ,Dyna Flo 12-0-6ZF1                                                                                   ,105.0,105.49375,-0.4937500000000057,0.4937500000000057,-0.4680372059956212
FLO0015GP02                    ,Dyna Flo 0-0-15 KCL w/protamin                                                                       ,3.22581,3.71765,-0.49183999999999983,0.49183999999999983,-13.229862951057788
MAC523YP                       ,Dyna Flo 5-2-3 YP /  5-2-3 So.Gardens A                                                              ,391.49156,391.0,0.49155999999999267,0.49155999999999267,0.12571867007672446
MAC814XG                       ,----------Do Not Use------Dyna Flo 8-1-4XG                                                           ,158.0,158.49138,-0.4913799999999924,0.4913799999999924,-0.31003578869714704
MAC1248XG1                     ,Dyna Flo 12-4-8XG1                                                                                   ,206.0,206.49037,-0.49037000000001285,0.49037000000001285,-0.23747838700662544
Y0402-0153                     ,5-0-9 Straw Fert Mix-LiqFertNTB                                                                      ,126.178,126.66667,-0.48866999999999905,0.48866999999999905,-0.3857920951107336
MAC927XW                       ,Dyna Flo 9-2-7XW                                                                                     ,150.5134,151.0,-0.4866000000000099,0.4866000000000099,-0.32225165562914565
MAC808YK3                      ,Dyna Flo 8-0-8YK3                                                                                    ,113.33333,113.81818,-0.48484999999999445,0.48484999999999445,-0.42598642853012975
CAMMO02                        ,Vented Cammo  /  Detox                                                                               ,5.5368,5.05262,0.4841800000000003,0.4841800000000003,9.582751127138005
GREPOT05                       ,Dyna Green Potato Mix / LiquiLizer Potato Mix                                                        ,4.27256,4.75629,-0.48372999999999955,0.48372999999999955,-10.170321826465576
MAC727YM7IM2                   ,Dyna Flo 7-2-7YM7IM w/Merge & Int 80                                                                 ,329.33333,329.81113,-0.477800000000002,0.477800000000002,-0.1448707931718381
FLO021200                      ,Dyna Flo K-Sil 0-2-12 w/ silicates                                                                   ,18.22,18.69729,-0.47729,0.47729,-2.5527228812303817
FLO021202                      ,Dyna Flo K-Sil 0-2-12 w/ silicates                                                                   ,19.656,20.13272,-0.47672000000000025,0.47672000000000025,-2.367886703833363
EDTAMG                         ,Magnesium EDTA 2.5%                                                                                  ,0.57842,1.04903,-0.47060999999999986,0.47060999999999986,-44.86144342869125
MAC406XS                       ,Dyna Flo 4-0-6XS                                                                                     ,108.0,107.53192,0.4680800000000005,0.4680800000000005,0.4352940038641554
MAC5010B                       ,Dyna Flo 5-0-10B                                                                                     ,364.46786,364.0,0.4678599999999733,0.4678599999999733,0.1285329670329597
MAC506YB4                      ,Dyna Flo 5-0-6YB4                                                                                    ,234.0,233.53541,0.46458999999998696,0.46458999999998696,0.19893771141600622
MAC527SYN                      ,Dyna Flo 5-2-7SYN                                                                                    ,200.46456,200.0,0.46456000000000586,0.46456000000000586,0.23228000000000293
GRPHUMICDRY                    ,Humic Acid Dry                                                                                       ,2.75,2.29059,0.4594100000000001,0.4594100000000001,20.05640468176322
USCMANGREEN02                  ,Vented Manga Plex                                                                                    ,5.06206,5.52025,-0.4581900000000001,0.4581900000000001,-8.300167564874782
MAC626YM10I                    ,Dyna Flo 6-2-6YM10I w/integrate 20                                                                   ,356.0,355.54326,0.4567400000000248,0.4567400000000248,0.12846256739616574
MAC828XF4                      ,Dyna Flo 8-2-8 XF4                                                                                   ,324.0,323.54487,0.4551299999999969,0.4551299999999969,0.14066982425034183
MAC608YB8                      ,Dyna Flo 6-0-8 YB8                                                                                   ,256.0,255.54517,0.45482999999998697,0.45482999999998697,0.17798418964443233
FLO824800                      ,Dyna Flo Starter 8-24-8 / Mega Green Starter / Flo Starter                                           ,6.18167,6.6355,-0.45382999999999996,0.45382999999999996,-6.839424308642905
FLO1200630                     ,Vented Dyna Flo 12-0-0 6Fe / Green Master 12-0-0 / Threshold 12-0-0 6Fe                              ,4.08767,3.63534,0.45233000000000034,0.45233000000000034,12.442577585590355
MAC528XW                       ,Dyna Flo 5-2-8XW                                                                                     ,157.0,157.452,-0.4519999999999982,0.4519999999999982,-0.28707161547646154
FLOMOLA30                      ,Dyna Flo Molasses / Xtreme Brix  / Bay Cane Molasses / JRM Molasses                                  ,1.69333,2.14333,-0.4500000000000002,0.4500000000000002,-20.995367022343743
MAC329YM1M                     ,Dyna Flo 3-2-9 YM1M w/Merge                                                                          ,292.44256,292.0,0.4425600000000145,0.4425600000000145,0.1515616438356214
MAC634XHM                      ,Dyna Flo 6-3-4XHM +Merge                                                                             ,308.0,308.44103,-0.441030000000012,0.441030000000012,-0.14298681339509597
MAC618YR                       ,Dyna Flo 6-1-8YR                                                                                     ,132.0,132.44084,-0.44084000000000856,0.44084000000000856,-0.3328580519422925
GROMG6330                      ,Dyna Gro Magnesium 6.3% / Tech Line Magnesium / JRM Mg Nite                                          ,2.56288,2.99582,-0.4329400000000003,0.4329400000000003,-14.451469046871985
MAC527YM11                     ,Dyna Flo 5-2-7YM11                                                                                   ,274.66667,274.23387,0.4327999999999861,0.4327999999999861,0.15782149739563023
MAC416YM                       ,Dyna Flo 4-1-6 YM                                                                                    ,304.0,304.42814,-0.42813999999998487,0.42813999999998487,-0.14063745881047163
MAC428YM8                      ,Dyna Flo 4-2-8YM8                                                                                    ,317.42701,317.0,0.42700999999999567,0.42700999999999567,0.13470347003154437
MAC527YP8                      ,Dyna Flo 5-2-7YP8                                                                                    ,170.0,170.42527,-0.4252700000000118,0.4252700000000118,-0.24953459073294224
MAC616YM                       ,Dyna Flo 6-1-6YM                                                                                     ,262.0,262.41987,-0.4198700000000031,0.4198700000000031,-0.159999317124882
FLO828+30                      ,Nutrient Biofilter                                                                                   ,3.76567,4.18454,-0.4188700000000001,0.4188700000000001,-10.009941355561185
KEY44502                       ,Key Plex 445                                                                                         ,5.2506,4.83522,0.41538000000000075,0.41538000000000075,8.590715624108123
SORCA30                        ,Dyna Cal 10.25%                                                                                      ,4.72567,4.31366,0.41201000000000043,0.41201000000000043,9.551285914977084
CEIABIO00                      ,Ceia Bio Push                                                                                        ,16.30533,16.71667,-0.41133999999999915,0.41133999999999915,-2.4606575352626994
WCMAST+02                      ,Master Green Plus                                                                                    ,2.0,2.40893,-0.4089299999999998,0.4089299999999998,-16.97558667126068
FLO15006250                    ,Dyna Flo 15-0-0 6Fe / 15-0-0-6 Foliar Turf Nutritional / Pro Green /  T&O                            ,3.409,3.00061,0.4083899999999998,0.4083899999999998,13.610232586040832
MAC506YP                       ,Dyna Flo 5-0-6YP                                                                                     ,292.0,292.40735,-0.4073500000000081,0.4073500000000081,-0.1393090837148957
MAC428SYM                      ,Dyna Flo 4-2-8SYM                                                                                    ,186.0,186.40485,-0.40485000000001037,0.40485000000001037,-0.2171885549115328
MAC426YP13                     ,Dyna Flo 4-2-6YP13                                                                                   ,167.0,167.40284,-0.40283999999999764,0.40283999999999764,-0.24064107872960677
MAC828YM4                      ,Dyna Flo 8-2-8YM4                                                                                    ,302.0,301.60294,0.3970600000000104,0.3970600000000104,0.1316499103092332
MAC727YR4                      ,Dyna Flo 7-2-7YR4                                                                                    ,296.0,295.60826,0.39174000000002707,0.39174000000002707,0.1325199776217441
CEIAPTO00                      ,"Ceia PTO Palm, Tropical and Ornamental                                                               ",6.048,6.43788,-0.3898799999999998,0.3898799999999998,-6.05603086730414
GV1200655                      ,12-0-0 6 Fe Plus Foliar Turf Nutritional                                                             ,3.42218,3.81109,-0.3889100000000001,0.3889100000000001,-10.204692095962049
MAC808YK1                      ,Dyna Flo 8-0-8YK1                                                                                    ,340.0,340.38851,-0.3885099999999966,0.3885099999999966,-0.11413722513723998
GRETF55                        ,Dyna Green TF / Prevent  / (Grizzly Charge-USE GoldTF)                                               ,2.88727,2.50146,0.3858100000000002,0.3858100000000002,15.423392738640644
MAC527YZ1I                     ,Dyna Flo 5-2-7 YZ1I with Integrate 80                                                                ,394.72044,394.34174,0.3786999999999807,0.3786999999999807,0.09603345565193801
MAC708YB                       ,Dyna Flo 7-0-8YB                                                                                     ,306.0,305.62706,0.37294000000002825,0.37294000000002825,0.1220245353929159
HARPREMAX02                    ,Premax 6-12-18                                                                                       ,3.692,4.05971,-0.36770999999999976,0.36770999999999976,-9.057543519118354
MAC524YP                       ,Dyna Flo 5-2-4YP                                                                                     ,175.0,175.36713,-0.36713000000000306,0.36713000000000306,-0.20934938035423348
MAC555YP                       ,Dyna Flo 5-5-5YP                                                                                     ,188.0,188.36707,-0.36707000000001244,0.36707000000001244,-0.19486951726754173
MAC808B                        ,Dyna Flo 8-0-8B                                                                                      ,205.0,204.63332,0.36668000000000234,0.36668000000000234,0.17918880463846373
MAC527YP4                      ,Dyna Flo 5-2-7YP4                                                                                    ,153.7,153.33333,0.36666999999999916,0.36666999999999916,0.23913261389418672
MAC5010YB5                     ,Dyna Flo 5-0-10YB5                                                                                   ,263.63422,264.0,-0.36577999999997246,0.36577999999997246,-0.13855303030301985
MAC838YM1                      ,Dyna Flo 8-3-8YM1                                                                                    ,304.0,304.36574,-0.3657400000000166,0.3657400000000166,-0.12016464139492722
MAC408YB7                      ,Dyna Flo 4-0-8YB7                                                                                    ,239.2,239.56321,-0.36321000000000936,0.36321000000000936,-0.15161343012560627
MAC1505REG                     ,Dyna Flo 15-0-5 Reg                                                                                  ,412.0,411.63876,0.36124000000000933,0.36124000000000933,0.08775655625821274
MAC136ZR                       ,Dyna Flo 1-3-6 Tank B Fruiting 2021 Mix                                                              ,346.0,345.6389,0.36110000000002174,0.36110000000002174,0.1044731944234349
MAC527YM17                     ,Dyna Flo 5-2-7YM17                                                                                   ,277.33333,276.97234,0.36099000000001524,0.36099000000001524,0.13033431424958003
MAC408YB3                      ,Dyna Flo 4-0-8YB3                                                                                    ,244.0,244.35932,-0.35931999999999675,0.35931999999999675,-0.14704575213255494
MAC1TIME2                      ,Dyna Flo 12-4-5                                                                                      ,384.0,384.35837,-0.3583699999999794,0.3583699999999794,-0.09323850551244128
REC-NO3MN                      ,Manganese Nitrate Solution - Receiving item for dilution                                             ,0.80645,0.45,0.35645,0.35645,79.21111111111111
MAC2000A                       ,Dyna Flo 20-0-0 A                                                                                    ,330.0,330.3535,-0.3534999999999968,0.3534999999999968,-0.10700658536991338
MAC608YB17                     ,Dyna Flo 6-0-8 YB17                                                                                  ,314.0,313.65139,0.34861000000000786,0.34861000000000786,0.11114568948666476
NPKACEK                        ,Potassium Acetate 0-0-29                                                                             ,0.66353,1.00945,-0.34592,0.34592,-34.26816583287929
NIT99632700                    ,Nitro Gold 635                                                                                       ,3.94256,4.28303,-0.3404700000000003,0.3404700000000003,-7.949278898350006
MAC828F2                       ,Dyna Flo 8-2-8F2                                                                                     ,128.0,128.33815,-0.33815000000001305,0.33815000000001305,-0.26348361730320485
MAC506YB1                      ,Dyna Flo 5-0-6YB1                                                                                    ,249.6,249.9351,-0.3351000000000113,0.3351000000000113,-0.13407480581959527
MAC808YB                       ,Dyna Flo 8-0-8YB                                                                                     ,126.66667,127.0,-0.3333300000000037,0.3333300000000037,-0.2624645669291368
MAC828YR                       ,Dyna Flo 8-2-8YR                                                                                     ,185.33333,185.66468,-0.3313500000000147,0.3313500000000147,-0.17846690065122492
FLO240100                      ,Dyna Flo 24-0-1 Spring Turf Mix w/Minors                                                             ,1.25,0.9208,0.32920000000000005,0.32920000000000005,35.75152041702868
MAC625YM                       ,Dyna Flo 6-2-5YM                                                                                     ,168.0,168.3258,-0.32579999999998677,0.32579999999998677,-0.19355321644096557
MAC426YP10                     ,Dyna Flo 4-2-6YP10                                                                                   ,127.6746,128.0,-0.3254000000000019,0.3254000000000019,-0.2542187500000015
FLO824802                      ,Dyna Flo Starter 8-24-8 / Mega Green Starter / Flo Starter                                           ,7.617,7.94017,-0.3231700000000002,0.3231700000000002,-4.070063991073241
MAC527YP2                      ,Dyna Flo 5-2-7YP2                                                                                    ,157.33333,157.0128,0.3205299999999909,0.3205299999999909,0.2041425921962992
MAC909YK                       ,Dyna Flo 9-0-9YK                                                                                     ,304.8,305.11452,-0.3145200000000159,0.3145200000000159,-0.10308260649149567
FLOFEHEAVY00                   ,Iron Heavy / JRM Heavy Iron                                                                          ,1.80722,2.11832,-0.31110000000000015,0.31110000000000015,-14.68616639601194
GPGRC55                        ,Green Complete                                                                                       ,3.83582,4.14218,-0.30635999999999974,0.30635999999999974,-7.396105432405154
MAC1105I                       ,Dyna Flo 11-0-5I                                                                                     ,165.33333,165.02778,0.30554999999998245,0.30554999999998245,0.18515064554584837
MAC428YZ                       ,Dyna Flo 4-2-8YZ                                                                                     ,460.0,460.30528,-0.305279999999982,0.305279999999982,-0.06632120318063309
GOLDBOR1000                    ,Dyna Boron 10% / Liquid Boron 10% / Agri Plex Boron 10% / Pro-B 10                                   ,6.81733,6.5134,0.30393000000000026,0.30393000000000026,4.666226548346489
9912-0166                      ,6-0-8 Golf/Turf Fert Mix-LiqFertNTB                                                                  ,154.7475,154.44444,0.3030600000000163,0.3030600000000163,0.19622590492737474
FLOPHOS02                      ,Dyna Phos                                                                                            ,7.40994,7.71032,-0.30038000000000054,0.30038000000000054,-3.895817553616458
FLOMG530                       ,Dyna Flo Mg 5%  /  Epsom Salt Solution 5%                                                            ,2.758,3.05695,-0.29895000000000005,0.29895000000000005,-9.779355239699703
Y0403-0308                     ,12-0-7 Veg Fert Mix-LiqFertNTB                                                                       ,126.29435,126.0,0.29434999999999434,0.29434999999999434,0.2336111111111066
MAC408YQ1                      ,Dyna Flo 4-0-8YQ1                                                                                    ,273.7069,274.0,-0.29309999999998126,0.29309999999998126,-0.1069708029197012
GOLDBOR1002                    ,Dyna Boron 10% / Liquid Boron 10% / Agri Plex Boron 10% / Pro-B 10                                   ,8.24167,7.9486,0.2930699999999993,0.2930699999999993,3.687064388697372
FLO1236+02                     ,Vented Dyna Flo 12-3-6 Plus                                                                          ,5.1408,4.84778,0.2930199999999994,0.2930199999999994,6.044416207006081
GREMN02                        ,Dyna Green Manganese 5% / Dyna Green Organics Manganese 5% / Super Green / Liquid MN                 ,3.53217,3.24083,0.29133999999999993,0.29133999999999993,8.989672398737358
MAC426YM1                      ,Dyna Flo 4-2-6YM1                                                                                    ,284.0,284.29134,-0.29133999999999105,0.29133999999999105,-0.10247937907640488
MAC426YP6                      ,Dyna Flo 4-2-6YP6                                                                                    ,148.0,147.70888,0.2911200000000065,0.2911200000000065,0.19709038481640812
MAC426YY1                      ,Dyna Flo 4-2-6YY1                                                                                    ,158.0,158.28571,-0.2857099999999946,0.2857099999999946,-0.18050271246848157
9912-0042                      ,4-2-12 Golf/Turf Fert Mix-LiqFertNTB                                                                 ,130.0,129.71553,0.2844699999999989,0.2844699999999989,0.2193029624132121
MAC727YR                       ,Dyna Flo 7-2-7YR                                                                                     ,140.8,141.08229,-0.28228999999998905,0.28228999999998905,-0.20008889847194078
MAC666YM                       ,Dyna Flo 6-6-6 YM                                                                                    ,254.28571,254.56568,-0.2799699999999916,0.2799699999999916,-0.10997947563080444
MAC927YR1                      ,Dyna Flo 9-2-7YR1                                                                                    ,308.0,307.72009,0.27990999999997257,0.27990999999997257,0.09096253676514021
PMX1303-0115                   ,Soar Bloom B and Mo Premix                                                                           ,0.20608,0.48586,-0.27978000000000003,0.27978000000000003,-57.58448935907463
MAC634XH                       ,Dyna Flo 6-3-4XH                                                                                     ,296.0,295.72054,0.27945999999997184,0.27945999999997184,0.09450138296107935
MAC527YM9                      ,Dyna Flo 5-2-7YM9                                                                                    ,276.0,276.27919,-0.27919000000002825,0.27919000000002825,-0.10105357555161075
MAC727YM11                     ,Dyna Flo 7-2-7YM11  w/irrigate gold                                                                  ,341.6,341.32092,0.27908000000002176,0.27908000000002176,0.0817646923019022
MISCDYEBLUELIQ                 ,Liquid Blue Dye                                                                                      ,15.47895,15.2,0.27895000000000003,0.27895000000000003,1.835197368421053
GRPLISIK                       ,LisiK Amino Acids                                                                                    ,3.31443,3.59282,-0.2783899999999999,0.2783899999999999,-7.748509527335071
MAC628YM9                      ,Dyna Flo 6-2-8YM9                                                                                    ,291.42857,291.15177,0.2767999999999802,0.2767999999999802,0.09507069113815801
FLOFULVIC02                    ,Dyna Flo Fulvic Acid Liquid 30%                                                                      ,27.43789,27.16117,0.27672000000000097,0.27672000000000097,1.0188073636003199
MAC527YZ                       ,Dyna Flo 5-2-7 YZ                                                                                    ,287.2,287.47389,-0.2738899999999944,0.2738899999999944,-0.09527473955982382
MAC427YM1M                     ,Dyna Flo 4-2-7 YM1M w/Merge                                                                          ,358.27348,358.0,0.2734800000000064,0.2734800000000064,0.07639106145251574
MAC808XS1                      ,Dyna Flo 8-0-8 XS1                                                                                   ,473.72698,474.0,-0.27301999999997406,0.27301999999997406,-0.05759915611813799
MAC525YP2                      ,Dyna Flo 5-2-5YP2                                                                                    ,156.0,156.27214,-0.2721400000000074,0.2721400000000074,-0.17414492436080248
USCMANPLX+02                   ,Vented Manga Plex Plus                                                                               ,5.847,5.57867,0.2683300000000006,0.2683300000000006,4.809927814335686
BORRCA50#                      ,Borreplex Ca   50 LB Bag                                                                             ,1.5666,1.3,0.26659999999999995,0.26659999999999995,20.507692307692302
MAC408YB4                      ,Dyna Flo 4-0-8YB4                                                                                    ,227.0,226.73405,0.2659500000000037,0.2659500000000037,0.11729601266329591
USCMANPLX+55                   ,Vented Manga Plex Plus                                                                               ,4.79,4.52909,0.26091,0.26091,5.760759887747869
FLO1500655                     ,Dyna Flo 15-0-0 6Fe / 15-0-0-6 Foliar Turf Nutritional / Pro Green /  T&O                            ,3.30691,3.56709,-0.2601800000000001,0.2601800000000001,-7.293900630485917
MAC538YM1M                     ,Dyna Flo 5-3-8YM1M w/Merge                                                                           ,308.0,308.25973,-0.25972999999999047,0.25972999999999047,-0.08425687001023145
PRO99631202                    ,Dyna Pro Nutritional 996312                                                                          ,3.06122,3.32,-0.2587799999999998,0.2587799999999998,-7.794578313253006
MAC927YZ                       ,Dyna Flo 9-2-7 YZ                                                                                    ,292.0,292.25838,-0.2583799999999883,0.2583799999999883,-0.08840807233653601
FLO1200655                     ,Vented Dyna Flo 12-0-0 6Fe / Green Master 12-0-0 /  Threshold 12-0-0 6Fe                             ,3.62836,3.88632,-0.2579600000000002,0.2579600000000002,-6.637641779369691
MAC3010XZ2                     ,Dyna Flo 3-0-10 XZ2                                                                                  ,304.0,303.74299,0.25700999999997975,0.25700999999997975,0.08461429842380222
MAC547YM                       ,Dyna Flo 5-4-7YM                                                                                     ,294.0,294.25665,-0.2566499999999792,0.2566499999999792,-0.08721977906021128
MAC707YB7                      ,Dyna Flo 7-0-7YB7                                                                                    ,305.0,305.25508,-0.25508000000002085,0.25508000000002085,-0.08356290090242587
MAC309YF                       ,Dyna Flo 3-0-9YF                                                                                     ,424.24909,424.0,0.2490900000000238,0.2490900000000238,0.05874764150943958
KEY25030                       ,Key Plex 250                                                                                         ,3.68633,3.43725,0.24907999999999975,0.24907999999999975,7.246490653865728
MAC408YQ                       ,Dyna Flo 4-0-8YQ                                                                                     ,127.7532,128.0,-0.24679999999999325,0.24679999999999325,-0.19281249999999472
