PDF Item,Internal Item,Internal Desc,PDF Price,PDF UOM,Current Cost,Internal UOM
Glacial Acetic Acid,CHEACETIC                      ,Glacial Acetic Acid                                                                                  ,0.0,Unknown,0.89167,LBS        
