Component,QtyUsed,CurrentPrice,OptimalItem,OptimalPricePerPct,EstSpend,PotentialSavings,SavingsPct
Dyna Cal 10.25%                                                                                      ,88.0,3.39218,Dyna Cal 10.25%  (Flat)                                                                              ,0.0142146341463414,298.51184,285.6902400000001,95.70482698441712
